#SampleID	Accession_number	Species	geographic_region	life_style	life_style_2	life_style_3	population	HCA	species_population	lifestyle_species	phyl_group	phyl_group2	phyl_group3	phyl_group_lifestyle	ecol_group
11212.JB8	ERS1931348	Theropithecus_gelada	Africa	na	na	na	Ethiopia	keep	Theropithecus_gelada	Theropithecus_gelada	OWM	OWM	NHP	OWM	Savannah
11212.LabEllis3	ERS1931349	Lagothrix_lagotricha	SouthAmerica	na	na	na	Ecuador	no	Lagothrix_lagotricha	Lagothrix_lagotricha	NWM	NWM	NHP	NWM	Forest
11212.LagAb2	ERS1931350	Lagothrix_lagotricha	SouthAmerica	na	na	na	Ecuador	no	Lagothrix_lagotricha	Lagothrix_lagotricha	NWM	NWM	NHP	NWM	Forest
11212.LagEllis1	ERS1931351	Lagothrix_lagotricha	SouthAmerica	na	na	na	Ecuador	no	Lagothrix_lagotricha	Lagothrix_lagotricha	NWM	NWM	NHP	NWM	Forest
11212.LagEllis4	ERS1931352	Lagothrix_lagotricha	SouthAmerica	na	na	na	Ecuador	no	Lagothrix_lagotricha	Lagothrix_lagotricha	NWM	NWM	NHP	NWM	Forest
11212.Lc155	ERS1931353	Lemur_catta	Africa	na	na	na	Madagascar	no	Lemur_catta	Lemur_catta	Lemur	Lemur	NHP	Lemur	Forest
11212.Lc172	ERS1931354	Lemur_catta	Africa	na	na	na	Madagascar	no	Lemur_catta	Lemur_catta	Lemur	Lemur	NHP	Lemur	Forest
11212.Lc23	ERS1931355	Lemur_catta	Africa	na	na	na	Madagascar	no	Lemur_catta	Lemur_catta	Lemur	Lemur	NHP	Lemur	Forest
11212.Lc268	ERS1931357	Lemur_catta	Africa	na	na	na	Madagascar	no	Lemur_catta	Lemur_catta	Lemur	Lemur	NHP	Lemur	Forest
11212.Lc301	ERS1931358	Lemur_catta	Africa	na	na	na	Madagascar	no	Lemur_catta	Lemur_catta	Lemur	Lemur	NHP	Lemur	Forest
11212.Lc318	ERS1931360	Lemur_catta	Africa	na	na	na	Madagascar	no	Lemur_catta	Lemur_catta	Lemur	Lemur	NHP	Lemur	Forest
11212.Lc331	ERS1931361	Lemur_catta	Africa	na	na	na	Madagascar	no	Lemur_catta	Lemur_catta	Lemur	Lemur	NHP	Lemur	Forest
11212.Lc336	ERS1931362	Lemur_catta	Africa	na	na	na	Madagascar	no	Lemur_catta	Lemur_catta	Lemur	Lemur	NHP	Lemur	Forest
11212.Ptr11	ERS1931371	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.Ptr13	ERS1931372	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.PTr14	ERS1931363	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.Ptr15	ERS1931373	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.Ptr16	ERS1931374	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.Ptr17	ERS1931375	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.Ptr3	ERS1931376	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.Ptr5	ERS1931378	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.Ptr6	ERS1931379	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.Ptr9	ERS1931380	Pan_troglodytes	Africa	na	na	na	Uganda	keep	Pan_troglodytes	Pan_troglodytes	Ape	Ape	NHP	Ape	Forest
11212.PVAbb	ERS1931364	Propithecus_verreauxi	Africa	na	na	na	Madagascar	no	Propithecus_verreauxi	Propithecus_verreauxi	Lemur	Lemur	NHP	Lemur	Forest
11212.PVLou	ERS1931365	Propithecus_verreauxi	Africa	na	na	na	Madagascar	no	Propithecus_verreauxi	Propithecus_verreauxi	Lemur	Lemur	NHP	Lemur	Forest
11212.PVPam	ERS1931366	Propithecus_verreauxi	Africa	na	na	na	Madagascar	no	Propithecus_verreauxi	Propithecus_verreauxi	Lemur	Lemur	NHP	Lemur	Forest
11212.PVPet	ERS1931367	Propithecus_verreauxi	Africa	na	na	na	Madagascar	no	Propithecus_verreauxi	Propithecus_verreauxi	Lemur	Lemur	NHP	Lemur	Forest
11212.PVQui	ERS1931368	Propithecus_verreauxi	Africa	na	na	na	Madagascar	no	Propithecus_verreauxi	Propithecus_verreauxi	Lemur	Lemur	NHP	Lemur	Forest
11212.PVRij	ERS1931369	Propithecus_verreauxi	Africa	na	na	na	Madagascar	no	Propithecus_verreauxi	Propithecus_verreauxi	Lemur	Lemur	NHP	Lemur	Forest
11212.RC2036	ERS1931381	Piliocolobus_badius	Africa	na	na	na	Uganda	no	Piliocolobus_badius	Piliocolobus_badius	OWM	OWM	NHP	OWM	Savannah
11212.RC2068	ERS1931382	Cercopithecus_ascanius	Africa	na	na	na	Uganda	keep	Cercopithecus_ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM	Savannah
11212.RC2071	ERS1931383	Piliocolobus_badius	Africa	na	na	na	Uganda	no	Piliocolobus_badius	Piliocolobus_badius	OWM	OWM	NHP	OWM	Savannah
11212.RC2096	ERS1931384	Piliocolobus_badius	Africa	na	na	na	Uganda	no	Piliocolobus_badius	Piliocolobus_badius	OWM	OWM	NHP	OWM	Savannah
11212.RC2098	ERS1931385	Piliocolobus_badius	Africa	na	na	na	Uganda	no	Piliocolobus_badius	Piliocolobus_badius	OWM	OWM	NHP	OWM	Savannah
11212.RC2137	ERS1931386	Piliocolobus_badius	Africa	na	na	na	Uganda	no	Piliocolobus_badius	Piliocolobus_badius	OWM	OWM	NHP	OWM	Savannah
11212.RC2138	ERS1931387	Piliocolobus_badius	Africa	na	na	na	Uganda	no	Piliocolobus_badius	Piliocolobus_badius	OWM	OWM	NHP	OWM	Savannah
11212.RC2141	ERS1931388	Piliocolobus_badius	Africa	na	na	na	Uganda	no	Piliocolobus_badius	Piliocolobus_badius	OWM	OWM	NHP	OWM	Savannah
11212.RT2013	ERS1931389	Cercopithecus_ascanius	Africa	na	na	na	Uganda	keep	Cercopithecus_ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM	Savannah
11212.RT2017	ERS1931390	Cercopithecus_ascanius	Africa	na	na	na	Uganda	keep	Cercopithecus_ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM	Savannah
11212.RT2019	ERS1931391	Cercopithecus_ascanius	Africa	na	na	na	Uganda	keep	Cercopithecus_ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM	Savannah
11212.RT2021	ERS1931392	Cercopithecus_ascanius	Africa	na	na	na	Uganda	keep	Cercopithecus_ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM	Savannah
11212.RT2048	ERS1931393	Cercopithecus_ascanius	Africa	na	na	na	Uganda	keep	Cercopithecus_ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM	Savannah
11212.RT2050	ERS1931394	Cercopithecus_ascanius	Africa	na	na	na	Uganda	keep	Cercopithecus_ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM	Savannah
11212.RT2135	ERS1931395	Cercopithecus_ascanius	Africa	na	na	na	Uganda	keep	Cercopithecus_ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM	Savannah
1448.SM01.F	ERS1088011	Homo_sapiens	South_America	traditional	hunter_gatherer	hunter_gatherer	Peru	keep	Homo_sapiensPeru	hunter_gatherer	Human	Ape	Human	Human_Non_Industrialized	Savannah
1448.SM02.F	ERS1088012	Homo_sapiens	South_America	traditional	hunter_gatherer	hunter_gatherer	Peru	keep	Homo_sapiensPeru	hunter_gatherer	Human	Ape	Human	Human_Non_Industrialized	Savannah
1448.SM18.F	ERS1088017	Homo_sapiens	South_America	traditional	hunter_gatherer	hunter_gatherer	Peru	keep	Homo_sapiensPeru	hunter_gatherer	Human	Ape	Human	Human_Non_Industrialized	Savannah
1448.SM20.F	ERS1088018	Homo_sapiens	South_America	traditional	hunter_gatherer	hunter_gatherer	Peru	keep	Homo_sapiensPeru	hunter_gatherer	Human	Ape	Human	Human_Non_Industrialized	Savannah
1448.SM31.F	ERS1088025	Homo_sapiens	South_America	traditional	hunter_gatherer	hunter_gatherer	Peru	keep	Homo_sapiensPeru	hunter_gatherer	Human	Ape	Human	Human_Non_Industrialized	Savannah
1448.SM32.F	ERS1088026	Homo_sapiens	South_America	traditional	hunter_gatherer	hunter_gatherer	Peru	keep	Homo_sapiensPeru	hunter_gatherer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.Amz4adltF	ERS148176	Homo_sapiens	South_America	traditional	remote_farmer	remote_farmer	Venezuela	keep	Homo_sapiensVenezuela	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.Amz7adltF	ERS148403	Homo_sapiens	South_America	traditional	remote_farmer	remote_farmer	Venezuela	keep	Homo_sapiensVenezuela	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.AmzC11adltF2	ERS148243	Homo_sapiens	South_America	traditional	remote_farmer	remote_farmer	Venezuela	keep	Homo_sapiensVenezuela	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.AmzC32adltF	ERS148259	Homo_sapiens	South_America	traditional	remote_farmer	remote_farmer	Venezuela	keep	Homo_sapiensVenezuela	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.AmzC4adltF	ERS147996	Homo_sapiens	South_America	traditional	remote_farmer	remote_farmer	Venezuela	keep	Homo_sapiensVenezuela	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.AmzC5adltF	ERS148448	Homo_sapiens	South_America	traditional	remote_farmer	remote_farmer	Venezuela	keep	Homo_sapiensVenezuela	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.AmzC9adltF	ERS14802	Homo_sapiens	South_America	traditional	remote_farmer	remote_farmer	Venezuela	keep	Homo_sapiensVenezuela	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h10M.1	ERS148120	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h146M.1	ERS148181	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h186M.1	ERS148191	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h235M.1	ERS148051	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h273M.1	ERS148444	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h279M.1	ERS148234	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h60M.1	ERS148437	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h78M.1	ERS148355	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h85M.1	ERS148077	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.h9M.1	ERS148222	Homo_sapiens	Africa	traditional	remote_farmer	remote_farmer	Malawi	keep	Homo_sapiensMalawi	remote_farmer	Human	Ape	Human	Human_Non_Industrialized	Savannah
850.TS164	ERS148184	Homo_sapiens	North_America	urban	urban	urban	USA	keep	Homo_sapiensUSA	urban	Human	Ape	Human	Human_Industrialized	Savannah
850.TS5	ERS148115	Homo_sapiens	North_America	urban	urban	urban	USA	keep	Homo_sapiensUSA	urban	Human	Ape	Human	Human_Industrialized	Savannah
850.TS8	ERS148297	Homo_sapiens	North_America	urban	urban	urban	USA	keep	Homo_sapiensUSA	urban	Human	Ape	Human	Human_Industrialized	Savannah
850.USchp3Mom	ERS148336	Homo_sapiens	North_America	urban	urban	urban	USA	keep	Homo_sapiensUSA	urban	Human	Ape	Human	Human_Industrialized	Savannah
850.USchp4Mom	ERS148489	Homo_sapiens	North_America	urban	urban	urban	USA	keep	Homo_sapiensUSA	urban	Human	Ape	Human	Human_Industrialized	Savannah
11212.AC711	ERS1931253	Alouatta_caraya	SouthAmerica	na	na	na	Argentina	no	Alouatta_caraya	Alouatta_caraya	NWM	NWM	NHP	NWM	Forest
