OrigID	#SampleID	Accession_number	Species	country	country_of_birth	geographic_region	life_style	life_style_2	life_style_3	population	HCA	species_population	lifestyle_species	phyl_group	phyl_group2	phyl_group3	phyl_group_lifestyle	ecol_group
RT2021	RT2021_ATGTCA_L002_R1_001_kneaddata	ERX2201555	Cercopithecus_ascanius	Uganda	Uganda	Africa	na	na	na	Uganda	keep	Cercopithecus ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM _ Cercopithecines	Savannah
RT2048	RT2048_CCGTCC_L002_R1_001_kneaddata	ERX2201556	Cercopithecus_ascanius	Uganda	Uganda	Africa	na	na	na	Uganda	keep	Cercopithecus ascanius	Cercopithecus_ascanius	OWM	OWM	NHP	OWM _ Cercopithecines	Savannah
HCO12	SRR1761726_1_kneaddata	SRR1761726	Homo_sapiens	Peru	no_data	Peru	traditional	remote-farmer	remote-farmer	Peru-Tunapuco	keep	Human: Peru	remote-farmer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
HCO61	SRR1761728_1_kneaddata	SRR1761728	Homo_sapiens	Peru	no_data	Peru	traditional	remote-farmer	remote-farmer	Peru-Tunapuco	keep	Human: Peru	remote-farmer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
HCO64	SRR1761729_1_kneaddata	SRR1761729	Homo_sapiens	Peru	no_data	Peru	traditional	remote-farmer	remote-farmer	Peru-Tunapuco	keep	Human: Peru	remote-farmer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
HCO67	SRR1761730_1_kneaddata	SRR1761730	Homo_sapiens	Peru	no_data	Peru	traditional	remote-farmer	remote-farmer	Peru-Tunapuco	keep	Human: Peru	remote-farmer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
NO01	SRR1761734_1_kneaddata	SRR1761734	Homo_sapiens	USA	no_data	North_America	urban	urban	urban-Obregon	USA	keep	Human: USA	urban	Human	Ape	Human	Human _ Industrialized	Savannah
NO04	SRR1761737_1_kneaddata	SRR1761737	Homo_sapiens	USA	no_data	North_America	urban	urban	urban-Obregon	USA	keep	Human: USA	urban	Human	Ape	Human	Human _ Industrialized	Savannah
NO05	SRR1761738_1_kneaddata	SRR1761738	Homo_sapiens	USA	no_data	North_America	urban	urban	urban-Obregon	USA	keep	Human: USA	urban	Human	Ape	Human	Human _ Industrialized	Savannah
NO06	SRR1761739_1_kneaddata	SRR1761739	Homo_sapiens	USA	no_data	North_America	urban	urban	urban-Obregon	USA	keep	Human: USA	urban	Human	Ape	Human	Human _ Industrialized	Savannah
NO08	SRR1761740_1_kneaddata	SRR1761740	Homo_sapiens	USA	no_data	North_America	urban	urban	urban-Obregon	USA	keep	Human: USA	urban	Human	Ape	Human	Human _ Industrialized	Savannah
SM01	SRR1761756_1_kneaddata	SRR1761756	Homo_sapiens	Peru	no_data	Peru	traditional	hunter-gatherer	hunter-gatherer	Peru-Matses	keep	Human: Peru	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
SM02	SRR1761757_1_kneaddata	SRR1761757	Homo_sapiens	Peru	no_data	Peru	traditional	hunter-gatherer	hunter-gatherer	Peru-Matses	keep	Human: Peru	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
SM20	SRR1761762_1_kneaddata	SRR1761762	Homo_sapiens	Peru	no_data	Peru	traditional	hunter-gatherer	hunter-gatherer	Peru-Matses	keep	Human: Peru	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
SM31	SRR1761769_1_kneaddata	SRR1761769	Homo_sapiens	Peru	no_data	Peru	traditional	hunter-gatherer	hunter-gatherer	Peru-Matses	keep	Human: Peru	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
SM32	SRR1761770_1_kneaddata	SRR1761770	Homo_sapiens	Peru	no_data	Peru	traditional	hunter-gatherer	hunter-gatherer	Peru-Matses	keep	Human: Peru	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
SM40	SRR1761775_1_kneaddata	SRR1761775	Homo_sapiens	Peru	no_data	Peru	traditional	hunter-gatherer	hunter-gatherer	Peru-Matses	keep	Human: Peru	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_67706	SRR5763447_R1_001_kneaddata	SRR5763447	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_21460	SRR5763448_R1_001_kneaddata	SRR5763448	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_41014	SRR5763449_R1_001_kneaddata	SRR5763449	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_10742	SRR5763450_R1_001_kneaddata	SRR5763450	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_90808	SRR5763455_R1_001_kneaddata	SRR5763455	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_42864	SRR5763463_R1_001_kneaddata	SRR5763463	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_43638	SRR5763471_R1_001_kneaddata	SRR5763471	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_86771	SRR5763474_R1_001_kneaddata	SRR5763474	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_60579	SRR5763475_R1_001_kneaddata	SRR5763475	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
TZ_27689	SRR5763484_R1_001_kneaddata	SRR5763484	Homo_sapiens	Tanzania	no_data	Africa	traditional	hunter-gatherer	hunter-gatherer	Hadza	keep	Human: Tanzania	hunter-gatherer	Human	Ape	Human	Human _ Non_Industrialized	Savannah
